публикация,сегмент,название,ссылка,просмотры,цена,cpv,статус,привлечено,ст-ть_подп,отписки,%отписок
2025-09-13 09:00:00,76 Политика,Татьяна Ковила,https://t.me/tkovila,2720.0,1676.92,0.6165147059,Завершен,4.0,419.23,0.0,0
2025-09-13 09:01:00,76 Политика,Заметки Афанасьева,https://t.me/vadim_afanasiev,744.0,909.09,1.221895161,Завершен,2.0,454.545,0.0,0
2025-09-13 09:00:00,76 Политика,Рядовой Гражданин 🇷🇺,https://t.me/rugrazh,604.0,1398.6,2.315562914,Завершен,2.0,699.3,1.0,0.5
2025-09-13 12:55:00,76 Политика,БЕГУН онлайн,https://t.me/dmbegun,1989.0,2097.9,1.054751131,Завершен,3.0,699.3,0.0,0
2025-09-13 09:00:00,76 Политика,ZдороV,https://t.me/EduardZdorov,305.0,293.71,0.9629836066,Завершен,,,,
2025-09-17 09:32:00,77 Литература,Знать и познавать,https://t.me/zip_discover,1158.0,1208.39,1.04351468,Завершен,21.0,57.54238095,4.0,0.1904761905
2025-09-17 10:01:00,77 Литература,Кофе с филологом ☕️,https://t.me/+n6mZl4FuFExmZDAy,875.0,1286.71,1.470525714,Завершен,10.0,128.671,1.0,0.1
2025-09-17 09:59:00,77 Литература,Циничная интеллигенция,https://t.me/depr_int,1050.0,839.16,0.7992,Завершен,6.0,139.86,1.0,0.1666666667
2025-09-17 13:40:00,77 Литература,Культурный Кот,https://t.me/catculture,1594.0,1825.17,1.145025094,Завершен,11.0,165.9245455,2.0,0.1818181818
2025-09-17 09:00:00,77 Литература,Юля про книги | книжный блог,https://t.me/julia_proknigi,1316.0,2097.9,1.594148936,Завершен,11.0,190.7181818,0.0,0
2025-09-17 09:15:00,77 Литература,Истории Ирины Ас,https://t.me/istorii_Irini_As,3109.0,671.33,0.2159311676,Завершен,3.0,223.7766667,1.0,0.3333333333
2025-09-17 10:23:00,77 Литература,Джедай из Шира: фантастика и фэнтези,https://t.me/fantasy_jedi,3625.0,2517.48,0.6944772414,Завершен,11.0,228.8618182,3.0,0.2727272727
2025-09-17 09:30:00,77 Литература,Поэзия любви,https://t.me/poetsoullove,526.0,713.29,1.356064639,Завершен,3.0,237.7633333,0.0,0
2025-09-17 09:00:00,77 Литература,Мировая Поэзия,https://t.me/mir_poetry,7461.0,6923.07,0.9279010856,Завершен,25.0,276.9228,3.0,0.12
2025-09-17 10:17:00,77 Литература,Психология | Саммари 📚,https://t.me/summary_psychology,2389.0,2517.48,1.053779824,Завершен,9.0,279.72,0.0,0
2025-09-17 09:00:00,77 Литература,Забытые страницы,https://t.me/zabytyestranicy,1421.0,1510.49,1.062976777,Завершен,5.0,302.098,2.0,0.4
2025-09-17 10:28:00,77 Литература,Ироничная библиотека,https://t.me/ironi4naya,2862.0,3335.66,1.165499651,Завершен,9.0,370.6288889,0.0,0
2025-09-17 09:00:00,77 Литература,Фантастика и фэнтези. Лучшие подборки,https://t.me/fantastieka1,1393.0,1664.33,1.194781048,Завершен,3.0,554.7766667,0.0,0
2025-09-17 09:55:00,77 Литература,Цитаты и мудрые мысли,https://t.me/estetikauma,1183.0,893.71,0.7554606932,Завершен,1.0,893.71,0.0,0
2025-09-17 10:04:00,77 Литература,Книжная сторона,https://t.me/bookside_lebedeva,976.0,1888.11,1.934538934,Завершен,2.0,944.055,0.0,0
2025-09-17 09:07:00,77 Литература,Book_movie_guide,https://t.me/book_movie_guide,2492.0,5034.96,2.020449438,Завершен,5.0,1006.992,1.0,0.2
2025-09-17 09:45:00,77 Литература,Современные рассказы,https://t.me/sovremenyer,1632.0,1258.74,0.7712867647,Завершен,1.0,1258.74,0.0,0
2025-09-17 10:08:00,77 Литература,Vikibook❤📚,https://t.me/bookslover2024,455.0,839.16,1.844307692,Завершен,,,,
2025-09-20 10:01:00,78 История,Пыль минувшего столетия,https://t.me/pylminuvshegostoletiya,446.0,264.34,0.592690583,Завершен,3.0,88.11333333,0.0,0
2025-09-20 10:01:00,78 История,BspChannel,https://t.me/BSPhistorychannel,2988.0,1425.38,0.4770348059,Завершен,12.0,118.7816667,2.0,0.1666666667
2025-09-20 09:45:00,78 История,Исторический календарь,https://t.me/hiscalendar,930.0,1010.49,1.086548387,Завершен,6.0,168.415,1.0,0.1666666667
2025-09-20 09:40:00,78 История,Записки о Средневековье / Notatki o Średniowieczu / Medieval Notes,https://t.me/medievalnotes,1238.0,1118.88,0.9037802908,Завершен,5.0,223.776,1.0,0.2
2025-09-20 07:40:00,78 История,Старые фото Екатеринбурга и Свердловска,https://t.me/oldfotoekb,810.0,685.31,0.8460617284,Завершен,3.0,228.4366667,0.0,0
2025-09-20 10:05:00,78 История,Bunker Diodand,https://t.me/BunkerDiodand,9240.0,2797.2,0.3027272727,Завершен,11.0,254.2909091,1.0,0.09090909091
2025-09-20 09:05:00,78 История,История одной картины,https://t.me/pic_history,4680.0,3650.35,0.7799893162,Завершен,14.0,260.7392857,0.0,0
2025-09-20 09:15:00,78 История,Starcheolog,https://t.me/starcheologpol,493.0,524.48,1.063853955,Завершен,2.0,262.24,0.0,0
2025-09-20 09:03:00,78 История,Фотохроники Прошлого ⌛️,https://t.me/photochronicles,732.0,818.18,1.11773224,Завершен,3.0,272.7266667,0.0,0
2025-09-20 09:33:00,78 История,Praetorian Cohort ⚔️ | Античная история и Наполеоника,https://t.me/praetorian_cohort,1080.0,604.2,0.5594444444,Завершен,2.0,302.1,0.0,0
2025-09-20 21:01:00,78 История,Карточный домик,https://t.me/kartochniydomik,3735.0,5314.68,1.422939759,Завершен,12.0,442.89,2.0,0.1666666667
2025-09-20 09:01:00,78 История,Эпоха недоверия,https://t.me/epoha_nedoverya,3330.0,1510.49,0.4536006006,Завершен,3.0,503.4966667,1.0,0.3333333333
2025-09-20 09:30:00,78 История,Вот это история! 📚🎬,https://t.me/historylove_blog,820.0,503.5,0.6140243902,Завершен,1.0,503.5,0.0,0
2025-09-20 18:27:00,78 История,Российская Империя в фотографиях,https://t.me/rusempfoto,949.0,1132.87,1.193751317,Завершен,2.0,566.435,0.0,0
2025-09-20 12:03:00,78 История,ODAL,https://t.me/odal24,705.0,489.51,0.6943404255,Завершен,,,,
2025-09-24 11:39:00,79 русский язык,Русские пословицы | Правописание,https://t.me/pos_lov/3966,3425.0,2797.2,0.8167007299,Завершен,15.0,186.48,8.0,0.5333333333
2025-09-24 09:27:00,79 русский язык,Буква «Ё»,https://t.me/gramota/3589,1969.0,3020.98,1.534271204,Завершен,13.0,232.3830769,2.0,0.1538461538
2025-09-24 10:02:00,79 русский язык,Не перепутай!,https://t.me/nepereputai/10907,9837.0,7552.44,0.7677584629,Завершен,32.0,236.01375,10.0,0.3125
2025-09-24 11:38:00,79 русский язык,Жи-Ши | Русский язык,https://t.me/zhishiru/5254,1188.0,1258.74,1.059545455,Завершен,4.0,314.685,0.0,0
2025-09-24 18:28:00,79 русский язык,Лингвистические истории,https://t.me/linguisticstory/3236,2357.0,4195.8,1.780144251,Завершен,13.0,322.7538462,4.0,0.3076923077
2025-09-24 09:30:00,79 русский язык,Словарь Ожегова. Толковый словарь русского языка для школьников и взрослых,https://t.me/ozhegov_tg/1939,,335.66,#DIV/0!,Завершен,1.0,335.66,0.0,0
2025-09-24 12:41:00,79 русский язык,"Петрович, объясни?!",https://t.me/c/1868196330/5292,,5874.12,#DIV/0!,Завершен,11.0,534.0109091,2.0,0.1818181818
2025-09-24 12:02:00,79 русский язык,Говори правильно🪆,https://t.me/govori_pravilno/6328,2599.0,5034.96,1.93726818,Завершен,8.0,629.37,2.0,0.25
2025-09-24 09:14:00,79 русский язык,Граммарнаци_день_за_днём,https://t.me/grammarnazi/1778,128.0,559.44,4.370625,Завершен,0.0,#DIV/0!,0.0,
2025-09-27 14:00:00,80 образование,Репортёр Папилкин,https://t.me/poslevkusiepapilkina,1930.0,629.37,0.3260984456,Завершен,13.0,48.41307692,2.0,0.1538461538
2025-09-27 14:29:00,80 образование,Бдящий Филин,https://t.me/bd_filin,2150.0,879.86,0.4092372093,Завершен,18.0,48.88111111,4.0,0.2222222222
2025-09-27 17:25:00,80 образование,Коррупция?! Коррупция!,https://t.me/procorruptio,894.0,629.37,0.7039932886,Завершен,7.0,89.91,1.0,0.1428571429
2025-09-27 14:01:00,80 образование,"Все конкурсы, гранты, вакансии",https://t.me/vsekonkursy,5581.0,11888.1,2.130102132,Завершен,78.0,152.4115385,13.0,0.1666666667
2025-09-27 20:15:00,80 образование,БогданоV. О школе и не только,https://t.me/aboutschools,6452.0,13986.0,2.167699938,Завершен,85.0,164.5411765,23.0,0.2705882353
2025-09-27 14:10:00,80 образование,Кладовая педагога!👌,https://t.me/kladpedagoga,2090.0,1398.6,0.6691866029,Завершен,2.0,699.3,1.0,0.5
2025-10-01 15:07:00,81 литература,Знать и познавать,https://t.me/zip_discover,1522.0,1208.39,0.7939487516,Завершен,39.0,30.98435897,7.0,0.1794871795
2025-12-24 00:00:00,81 Литература,Знать и познавать,https://t.me/zip_discover,1717.0,1208.39,0.7037798486,Завершен,26.0,46.47653846,7.0,0.2692307692
2025-12-24 00:00:00,81 Литература,Факты на Обочине,https://t.me/elenatopsida,1536.0,447.55,0.2913736979,Завершен,7.0,63.93571429,3.0,0.4285714286
2025-10-01 20:22:00,81 литература,Блокнот Чехова,https://t.me/tg_chekhov,3978.0,3216.78,0.8086425339,Завершен,48.0,67.01625,15.0,0.3125
2025-12-24 00:00:00,81 Литература,Строки,https://t.me/stroki_tg,2569.0,1384.61,0.5389684702,Завершен,18.0,76.92277778,7.0,0.3888888889
2025-12-24 00:00:00,81 Литература,Блокнот Чехова,https://t.me/tg_chekhov,2872.0,2573.42,0.8960376045,Завершен,30.0,85.78066667,14.0,0.4666666667
2025-10-01 14:05:00,81 литература,Кофе с филологом ☕️,https://t.me/+n6mZl4FuFExmZDAy,1059.0,1286.71,1.215023607,Завершен,15.0,85.78066667,2.0,0.1333333333
2025-12-24 00:00:00,81 Литература,Кофе с филологом ☕️,https://t.me/+n6mZl4FuFExmZDAy,911.0,1608.39,1.765521405,Завершен,17.0,94.61117647,10.0,0.5882352941
2025-10-01 14:10:00,81 литература,Наталья Кор,https://t.me/NatalyaKorr,700.0,699.3,0.999,Завершен,7.0,99.9,3.0,0.4285714286
2025-10-01 23:15:00,81 литература,Строки,https://t.me/stroki_tg,2282.0,1818.18,0.7967484663,Завершен,16.0,113.63625,4.0,0.25
2025-10-01 14:10:00,81 литература,Я сейчас читаю 📚,https://t.me/yaseychaschitayu,2220.0,2013.98,0.9071981982,Завершен,14.0,143.8557143,3.0,0.2142857143
2025-10-01 14:10:00,81 литература,Культурный Кот,https://t.me/catculture,1532.0,1762.24,1.150287206,Завершен,11.0,160.2036364,1.0,0.09090909091
2025-10-01 15:00:00,81 литература,Мировая Поэзия,https://t.me/mir_poetry,7870.0,6923.07,0.879678526,Завершен,38.0,182.1860526,12.0,0.3157894737
2025-10-01 14:03:00,81 литература,Lara's Stories,https://t.me/lara_stories,5181.0,2989.51,0.5770140899,Завершен,13.0,229.9623077,2.0,0.1538461538
2025-10-01 14:42:00,81 литература,Стихи давно забытого поэта,https://t.me/memoryofpoets,9105.0,7832.16,0.8602042834,Завершен,26.0,301.2369231,7.0,0.2692307692
2025-10-01 14:01:00,81 литература,"Стихи в самое сердце | поэзия, литература",https://t.me/stihread,1520.0,2237.76,1.472210526,Завершен,3.0,745.92,2.0,0.6666666667
2025-10-04 14:00:00,82 История,Факты на Обочине,https://t.me/elenatopsida,1460.0,839.16,0.5747671233,Завершен,12.0,69.93,3.0,0.25
2025-10-04 14:00:00,82 История,Пыль минувшего столетия,https://t.me/pylminuvshegostoletiya,418.0,264.34,0.6323923445,Завершен,3.0,88.11333333,0.0,0
2025-10-04 14:05:00,82 История,Исторический календарь,https://t.me/hiscalendar,875.0,1010.49,1.154845714,Завершен,6.0,168.415,3.0,0.5
2025-10-04 14:00:00,82 История,BspChannel,https://t.me/BSPhistorychannel,3102.0,1425.38,0.4595035461,Завершен,7.0,203.6257143,2.0,0.2857142857
2025-10-04 15:00:00,82 История,История,https://t.me/history_0o,22500.0,8279.71,0.3679871111,Завершен,23.0,359.9873913,6.0,0.2608695652
2025-10-04 14:12:00,82 История,История. Исторические факты.,https://t.me/historicalfacts77777,6560.0,5594.4,0.852804878,Завершен,15.0,372.96,5.0,0.3333333333
2025-10-04 14:07:00,82 История,Загадки истории с Лысым Камрадом,https://t.me/popscienceru,3450.0,4195.8,1.216173913,Завершен,10.0,419.58,3.0,0.3
2025-10-04 15:20:00,82 История,Bunker Diodand,https://t.me/BunkerDiodand,9410.0,2972.03,0.315837407,Завершен,6.0,495.3383333,3.0,0.5
2025-10-04 14:00:00,82 История,История одной картины,https://t.me/pic_history,4600.0,3650.35,0.7935543478,Завершен,6.0,608.3916667,1.0,0.1666666667
2025-10-06 00:00:00,83 психология,Miracle | Психология,https://t.me/society_dreamers,2220.0,3216.78,1.449,Завершен,71.0,45.30676056,35.0,0.4929577465
2025-10-06 00:00:00,83 психология,Михаил Лобковский,https://t.me/Mihail_lobcovskii,545.0,699.3,1.283119266,Завершен,8.0,87.4125,3.0,0.375
2025-10-06 00:00:00,83 психология,Психология души,https://t.me/psychological_universe,1520.0,1118.88,0.7361052632,Завершен,12.0,93.24,1.0,0.08333333333
2025-10-06 00:00:00,83 психология,Твой Психиатр,https://t.me/Twoi_psychiatr,3800.0,6013.98,1.582626316,Завершен,63.0,95.46,5.0,0.07936507937
2025-10-06 00:00:00,83 психология,Занимательная психология,https://t.me/zalipatpsychology,4520.0,3986.01,0.8818606195,Завершен,25.0,159.4404,11.0,0.44
2025-10-06 00:00:00,83 психология,Ваша Психология🧠,https://t.me/YourBrainPsyhologyyy,4640.0,3496.5,0.7535560345,Завершен,21.0,166.5,3.0,0.1428571429
2025-10-06 00:00:00,83 психология,Манипуляции под микроскопом,https://t.me/profipsiho,1710.0,2797.2,1.635789474,Завершен,16.0,174.825,2.0,0.125
2025-12-24 00:00:00,83 психология,Твой Психиатр,https://t.me/Twoi_psychiatr,4475.0,5825.17,1.301713966,Завершен,14.0,416.0835714,0.0,0
2025-10-06 00:00:00,83 психология,Душевный Мир,https://t.me/melodiaduhi,993.0,699.3,0.7042296073,Завершен,1.0,699.3,0.0,0
2025-10-15 00:00:00,84 саморазвитие,"Твой мир, твои слова",https://t.me/mirwords,2184.0,1748.25,0.8004807692,Завершен,13.0,134.4807692,3.0,0.2307692308
2025-10-15 00:00:00,84 саморазвитие,Популярная Философия | Цитаты,https://t.me/popular_philosophy,896.0,825.17,0.9209486607,Завершен,4.0,206.2925,2.0,0.5
2025-10-15 00:00:00,84 саморазвитие,Источник вдохновения,https://t.me/istvdoh,358.0,559.44,1.562681564,Завершен,2.0,279.72,1.0,0.5
2025-10-15 00:00:00,84 саморазвитие,Заметки Мураками,https://t.me/murakamitg,862.0,1958.04,2.271508121,Завершен,4.0,489.51,1.0,0.25
2025-10-15 00:00:00,84 саморазвитие,Иначе не скажешь | Саморазвитие,https://t.me/books_things,6650.0,13986.0,2.103157895,Завершен,27.0,518,13.0,0.4814814815
2025-12-24 00:00:00,85 интересные факты,Не могу поверить!,https://t.me/testovichopa,1902.0,755.24,0.3970767613,Завершен,25.0,30.2096,2.0,0.08
2025-10-16 00:00:00,85 интересные факты,Не могу поверить!,https://t.me/testovichopa,1710.0,699.3,0.4089473684,Завершен,20.0,34.965,1.0,0.05
2025-10-31 00:00:00,85 интересные факты,Не могу поверить!,https://t.me/testovichopa,1706.0,629.37,0.368915592,Завершен,16.0,39.335625,0.0,0
2025-10-31 00:00:00,85 интересные факты,Пыль минувшего столетия,https://t.me/pylminuvshegostoletiya,637.0,314.69,0.4940188383,Завершен,8.0,39.33625,1.0,0.125
2025-11-12 00:00:00,85 интересные факты,Не могу поверить!,https://t.me/testovichopa,1952.0,629.37,0.3224231557,Завершен,15.0,41.958,2.0,0.1333333333
2025-10-31 00:00:00,85 интересные факты,❄️ИскусныйИнтеллект❄️,https://t.me/IskusnyjIntellekt,1778.0,534.96,0.3008773903,Завершен,9.0,59.44,0.0,0
2025-10-16 00:00:00,85 интересные факты,❄️ИскусныйИнтеллект❄️,https://t.me/IskusnyjIntellekt,1063.0,629.37,0.5920696143,Завершен,10.0,62.937,1.0,0.1
2025-12-24 00:00:00,85 интересные факты,❄️ИскусныйИнтеллект❄️,https://t.me/IskusnyjIntellekt,1555.0,558.74,0.359318328,Завершен,8.0,69.8425,5.0,0.625
2025-11-12 00:00:00,85 интересные факты,Пыль минувшего столетия,https://t.me/pylminuvshegostoletiya,613.0,440.56,0.7186949429,Завершен,6.0,73.42666667,2.0,0.3333333333
2025-11-12 00:00:00,85 интересные факты,❄️ИскусныйИнтеллект❄️,https://t.me/IskusnyjIntellekt,1229.0,534.96,0.435280716,Завершен,7.0,76.42285714,2.0,0.2857142857
2025-10-16 00:00:00,85 интересные факты,Видео: Как это сделано,https://t.me/kaketo_delat,3740.0,1538.46,0.4113529412,Завершен,15.0,102.564,9.0,0.6
2025-10-16 00:00:00,85 интересные факты,Умник дня,https://t.me/umnikdnya,7670.0,2797.2,0.3646936115,Завершен,20.0,139.86,5.0,0.25
2025-10-16 00:00:00,85 интересные факты,Познавательное рядом,https://t.me/poznr,2600.0,1258.74,0.4841307692,Завершен,7.0,179.82,3.0,0.4285714286
2025-10-31 00:00:00,85 интересные факты,Факты на Обочине,https://t.me/elenatopsida,1364.0,671.33,0.4921774194,Завершен,3.0,223.7766667,1.0,0.3333333333
2025-10-16 00:00:00,85 интересные факты,Факты на Обочине,https://t.me/elenatopsida,1481.0,559.44,0.377744767,Завершен,2.0,279.72,2.0,1
2025-10-31 00:00:00,85 интересные факты,Умник дня,https://t.me/umnikdnya,7811.0,2797.2,0.3581103572,Завершен,9.0,310.8,4.0,0.4444444444
2025-10-16 00:00:00,86 образование,Бдящий Филин,https://t.me/bd_filin,3190.0,1005.73,0.3152758621,Завершен,20.0,50.2865,3.0,0.15
2025-10-31 00:00:00,86 образование,Репортёр Папилкин,https://t.me/poslevkusiepapilkina,2210.0,629.37,0.2847828054,Завершен,10.0,62.937,2.0,0.2
2025-10-31 00:00:00,86 образование,Бдящий Филин,https://t.me/bd_filin,2935.0,1005.73,0.3426678024,Завершен,11.0,91.43,3.0,0.2727272727
2025-10-16 00:00:00,86 образование,"Все конкурсы, гранты, вакансии",https://t.me/vsekonkursy,6243.0,10699.29,1.713805863,Завершен,85.0,125.874,17.0,0.2
2025-10-31 00:00:00,86 образование,БогданоV. О школе и не только,https://t.me/aboutschools,6589.0,13986.0,2.122628623,Завершен,100.0,139.86,23.0,0.23
2025-10-31 00:00:00,86 образование,"Все конкурсы, гранты, вакансии",https://t.me/vsekonkursy,5868.0,10699.29,1.823328221,Завершен,62.0,172.5691935,10.0,0.1612903226
2025-12-24 00:00:00,86 образование,"Все конкурсы, гранты, вакансии",https://t.me/vsekonkursy,6117.0,10699.29,1.749107406,Завершен,54.0,198.135,24.0,0.4444444444
2025-11-12 00:00:00,86 образование,Бдящий Филин,https://t.me/bd_filin,3432.0,2767.97,0.8065180653,Завершен,12.0,230.6641667,0.0,0
2025-11-12 00:00:00,86 образование,БогданоV. О школе и не только,https://t.me/aboutschools,6503.0,13986.0,2.150699677,Завершен,55.0,254.2909091,20.0,0.3636363636
2025-12-24 00:00:00,86 образование,Бдящий Филин,https://t.me/bd_filin,3139.0,2767.97,0.8817999363,Завершен,8.0,345.99625,1.0,0.125
2025-10-31 00:00:00,86 образование,Коррупция?! Коррупция!,https://t.me/procorruptio,548.0,629.37,1.148485401,Завершен,0.0,#DIV/0!,0.0,#DIV/0!
2025-10-31 00:00:00,87 русский язык,Русские пословицы | Правописание,https://t.me/pos_lov,4193.0,2517.48,0.6004006678,Завершен,61.0,41.27016393,15.0,0.2459016393
2025-12-24 00:00:00,87 русский язык,Остроумный спикер,https://t.me/ostroymniispeaker,891.0,1006.99,1.130179574,Завершен,21.0,47.95190476,12.0,0.5714285714
2026-01-29 00:00:00,87 русский язык,Буква «Ё»,https://t.me/gramota,2100.0,3356.0,1.598095238,Завершен,61.0,55.01639344,,
2025-10-31 00:00:00,87 русский язык,Остроумный спикер,https://t.me/ostroymniispeaker,1052.0,1006.99,0.9572148289,Завершен,18.0,55.94388889,6.0,0.3333333333
2026-01-29 00:00:00,87 русский язык,Остроумный спикер,https://t.me/ostroymniispeaker,1120.0,1342.0,1.198214286,Завершен,18.0,74.55555556,,
2025-10-16 00:00:00,87 русский язык,Простым языком,https://t.me/prostyazikom,5222.0,5412.58,1.036495596,Завершен,71.0,76.23352113,22.0,0.3098591549
2026-01-29 00:00:00,87 русский язык,Русские пословицы,https://t.me/pos_lov/3966,3400.0,2797.0,0.8226470588,Завершен,36.0,77.69444444,,
2025-11-12 00:00:00,87 русский язык,Остроумный спикер,https://t.me/ostroymniispeaker,763.0,1006.99,1.319777195,Завершен,12.0,83.91583333,7.0,0.5833333333
2026-01-29 00:00:00,87 русский язык,Не перепутай!,https://t.me/nepereputai,9200.0,8391.0,0.9120652174,Завершен,77.0,108.974026,,
2025-12-24 00:00:00,87 русский язык,Простым языком,https://t.me/prostyazikom,4364.0,6671.32,1.528716774,Завершен,41.0,162.715122,19.0,0.4634146341
2025-10-31 00:00:00,87 русский язык,Простым языком,https://t.me/prostyazikom,4974.0,6671.32,1.34123844,Завершен,38.0,175.5610526,8.0,0.2105263158
2025-10-31 00:00:00,88 психология,Михаил Лобковский,https://t.me/Mihail_lobcovskii,507.0,629.37,1.241360947,Завершен,13.0,48.41307692,2.0,0.1538461538
2025-11-12 00:00:00,88 психология,Порядок в голове | Психология,https://t.me/ty_etogo_neznal,3475.0,2797.2,0.8049496403,Завершен,51.0,54.84705882,4.0,0.07843137255
2025-10-16 00:00:00,88 психология,Твой Психиатр,https://t.me/Twoi_psychiatr,3996.0,5111.88,1.279249249,Завершен,43.0,118.8809302,3.0,0.06976744186
2025-12-24 00:00:00,88 психология,Михаил Лобковский,https://t.me/Mihail_lobcovskii,560.0,629.37,1.123875,Завершен,5.0,125.874,2.0,0.4
2025-12-24 00:00:00,88 психология,Порядок в голове | Психология,https://t.me/ty_etogo_neznal,3343.0,2797.2,0.8367334729,Завершен,21.0,133.2,4.0,0.1904761905
2025-10-31 00:00:00,88 психология,Ваша Психология🧠,https://t.me/YourBrainPsyhologyyy,3449.0,2797.2,0.8110176863,Завершен,20.0,139.86,5.0,0.25
2025-10-16 00:00:00,88 психология,Ваша Психология🧠,https://t.me/YourBrainPsyhologyyy,3450.0,2797.2,0.8107826087,Завершен,18.0,155.4,2.0,0.1111111111
2025-10-16 00:00:00,88 психология,Михаил Лобковский,https://t.me/Mihail_lobcovskii,528.0,629.37,1.191988636,Завершен,4.0,157.3425,1.0,0.25
2025-11-12 00:00:00,88 психология,Ваша Психология🧠,https://t.me/YourBrainPsyhologyyy,3448.0,2797.2,0.8112529002,Завершен,15.0,186.48,0.0,0
2025-10-16 00:00:00,88 психология,Манипуляции под микроскопом,https://t.me/profipsiho,2049.0,2139.86,1.044343582,Завершен,8.0,267.4825,1.0,0.125
2025-10-31 00:00:00,88 психология,Твой Психиатр,https://t.me/Twoi_psychiatr,4029.0,5825.17,1.445810375,Завершен,19.0,306.5878947,3.0,0.1578947368
2025-10-16 00:00:00,89 литература,Знать и познавать,https://t.me/zip_discover,1532.0,1208.39,0.7887663185,Завершен,36.0,33.56638889,5.0,0.1388888889
2025-10-31 00:00:00,89 литература,Знать и познавать,https://t.me/zip_discover,1655.0,1208.39,0.7301450151,Завершен,35.0,34.52542857,7.0,0.2
2025-11-12 00:00:00,89 литература,Знать и познавать,https://t.me/zip_discover,1607.0,1141.26,0.7101804605,Завершен,25.0,45.6504,5.0,0.2
2025-11-12 00:00:00,89 литература,Культурный Кот,https://t.me/catculture,1715.0,1678.32,0.9786122449,Завершен,29.0,57.87310345,18.0,0.6206896552
2025-11-12 00:00:00,89 литература,Блокнот Чехова,https://t.me/tg_chekhov,2660.0,2251.75,0.8465225564,Завершен,29.0,77.64655172,11.0,0.3793103448
2025-10-31 00:00:00,89 литература,Я сейчас читаю 📚,https://t.me/yaseychaschitayu,2952.0,2517.48,0.852804878,Завершен,32.0,78.67125,8.0,0.25
2025-10-16 00:00:00,89 литература,Культурный Кот,https://t.me/catculture,1604.0,1888.11,1.177125935,Завершен,24.0,78.67125,7.0,0.2916666667
2025-10-31 00:00:00,89 литература,Культурный Кот,https://t.me/catculture,1700.0,1888.11,1.110652941,Завершен,22.0,85.82318182,4.0,0.1818181818
2025-10-16 00:00:00,89 литература,Наталья Кор,https://t.me/NatalyaKorr,2294.0,629.37,0.2743548387,Завершен,7.0,89.91,2.0,0.2857142857
2025-10-31 00:00:00,89 литература,Блокнот Чехова,https://t.me/tg_chekhov,3358.0,2573.42,0.7663549732,Завершен,26.0,98.97769231,5.0,0.1923076923
2025-11-12 00:00:00,89 литература,Строки,https://t.me/stroki_tg,2151.0,1384.61,0.6437052534,Завершен,13.0,106.5084615,3.0,0.2307692308
2025-10-16 00:00:00,89 литература,Строки,https://t.me/stroki_tg,2065.0,1384.61,0.6705133172,Завершен,13.0,106.5084615,4.0,0.3076923077
